fund_id,fund_name,fund_nickname,company,rakuten_category,asset_type,region,region_japan_pct,region_us_pct,region_em_pct,is_index,is_leveraged,is_currency_select,has_currency_hedge,is_monthly_payout,payout_type,expense_ratio,aum_oku_yen,operation_years,fund_score_1y,fund_score_3y,fund_score_5y,fund_score_10y,return_6m,return_1y,return_3y,return_5y,return_10y,return_inception,sharpe_1y,sharpe_3y,sharpe_5y,sharpe_10y,stddev_1y,stddev_3y,stddev_5y,stddev_10y,is_nisa_growth_eligible,data_updated_at,philosophy_tags
JP90C0003V31,日興ジャパンオープン,ジパング,ｱﾓｰｳﾞｧAM,国内株式,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.892,558.29,12.0,3,3,1,3,23.61,48.8,25.09,14.57,13.88,5.74,2.52,1.27,0.84,0.78,16.05,18.82,17.99,18.94,True,2026-05-08,high_risk
JP90C000HAZ6,グローバルＳＤＧｓ株式ファンド,,三井住友DS,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.694,267.79,7.0,1,1,2,,11.08,24.16,16.43,13.45,,13.75,1.85,1.24,0.96,,11.77,12.67,14.03,,True,2026-05-08,global_diversified|medium_risk
JP90C0004G96,アジア好配当株ファンド,,三井住友DS,アジア株式-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.496,144.8,12.0,2,3,5,3,26.29,53.19,20.95,14.21,11.52,5.52,3.26,1.29,0.92,0.74,13.23,15.43,15.54,16.63,True,2026-05-08,dividend_focused|high_risk
JP90C0005YH5,高金利先進国債券オープン（資産成長型）,月桂樹（資産成長型）,ｱﾓｰｳﾞｧAM,先進国債券（広域・高格付）-為替ヘッジ無し,債券,world,0.06,0.62,0.11,False,False,False,False,False,none,1.3448,51.51,12.0,2,2,2,2,9.06,13.19,6.63,4.02,3.14,5.18,1.6,0.75,0.44,0.38,7.54,8.66,9.69,8.94,True,2026-05-08,developed_only|medium_risk
JP90C000FVL6,UBS中国新時代株式ﾌｧﾝﾄﾞ(年2回決算型),,ＵＢＳ,中国・香港株式-為替ヘッジ無し,株式,em,0.0,0.0,1.0,False,False,False,False,False,none,2.043,22.03,7.0,2,2,2,,-10.36,21.36,8.02,-1.06,,4.09,1.32,0.43,0.08,,15.08,23.85,25.57,,True,2026-05-08,em_centric|very_high_risk
JP90C000EG41,野村ｲﾝﾃﾞｯｸｽﾌｧﾝﾄﾞ･米国株式配当貴族･為替ﾍｯｼﾞ型,Ｆｕｎｄｓ-ｉフォーカス米株式配当貴族Ｈ,野村,米国株式-為替ヘッジ有り,株式,us,0.0,1.0,0.0,False,False,False,False,False,none,0.55,45.63,7.0,2,1,1,,11.54,9.57,1.59,0.71,,6.19,0.83,0.17,0.11,,10.93,11.58,13.77,,True,2026-05-08,dividend_focused|medium_risk|us_centric
JP90C0003KJ5,ダイワ金融新時代ファンド,,大和,国内株式,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.672,1455.91,12.0,3,4,4,3,53.94,56.46,39.95,28.73,17.16,4.4,2.21,1.53,1.28,0.81,21.05,23.64,21.45,22.67,True,2026-05-08,high_risk
JP90C00020W8,日興アクティブバリュー,,ｱﾓｰｳﾞｧAM,国内株式,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.672,130.77,12.0,3,4,4,4,40.39,52.99,28.9,18.74,15.04,,2.92,1.55,1.13,0.86,14.76,17.12,16.19,18.11,True,2026-05-08,active_diversified|high_risk|value_focused
JP90C000EK52,GSｸﾞﾛｰﾊﾞﾙ･ﾋﾞｯｸﾞﾃﾞｰﾀ投資戦略Aｺｰｽ(為替ﾍｯｼﾞあり),,ｺﾞｰﾙﾄﾞﾏﾝ,先進国株式（広域）-為替ヘッジ有り,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.3475,203.9,7.0,5,5,4,,9.61,29.52,15.67,7.94,,8.54,2.61,1.21,0.56,,9.87,12.44,15.39,,True,2026-05-08,high_risk
JP90C000G458,次世代ﾓﾋﾞﾘﾃｨｵｰﾌﾟﾝ(為替ﾍｯｼﾞあり),,SBI岡三,先進国株式（広域）-為替ヘッジ有り,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.804,22.08,7.0,4,3,2,,18.35,38.92,13.04,3.96,,8.0,1.81,0.68,0.28,,18.84,20.93,23.73,,True,2026-05-08,very_high_risk
JP90C0009TE4,日本Ｊリートオープン（1年決算型）,,SBI岡三,国内REIT,不動産,japan,1.0,0.0,0.0,False,False,False,False,False,none,1.045,6.09,12.0,1,1,2,1,-5.88,10.48,3.94,1.83,3.04,5.19,1.1,0.42,0.2,0.25,8.84,9.49,10.86,19.01,True,2026-05-08,japan_centric|medium_risk
JP90C000DLF4,野村ｲﾝﾃﾞｯｸｽﾌｧﾝﾄﾞ･米国ﾊｲ･ｲｰﾙﾄﾞ債券,Ｆｕｎｄｓ-ｉ フォーカス 米国ＨＹ債券,野村,ハイイールド債券（低格付）-為替ヘッジ無し,債券,us,0.0,1.0,0.0,False,False,False,False,False,none,0.88,13.33,7.0,4,3,2,,8.24,16.11,12.39,10.42,,7.88,1.71,1.27,1.03,,8.58,9.34,9.94,,True,2026-05-08,medium_risk|us_centric
JP90C000Q3L3,ﾌﾗﾝｸﾘﾝ･ﾃﾝﾌﾟﾙﾄﾝ･ｱﾒﾘｶ地方債ﾌｧﾝﾄﾞ(為替ﾍｯｼﾞなし)(隔月分配型),ムニボン,ﾌﾗﾝｸﾘﾝ･ﾃﾝﾌﾟﾙﾄﾝ,北米債券-為替ヘッジ無し,債券,world,0.06,0.62,0.11,False,False,False,False,False,none,0.9075,4.25,1.5,4,,,,4.57,13.15,,,,9.04,1.37,,,,8.85,,,,True,2026-05-08,medium_risk
JP90C000A2Z3,インデックスファンドＪＰＸ日経４００,,ｱﾓｰｳﾞｧAM,国内株式,株式,japan,1.0,0.0,0.0,True,False,False,False,False,none,0.605,159.99,12.0,1,2,3,2,29.29,41.37,24.11,16.33,13.1,11.57,2.56,1.36,1.01,0.79,13.67,16.76,16.15,17.54,True,2026-05-08,high_risk|japan_centric|passive_index
JP90C0003VU9,ＪＰＭインド株アクティブ・オープン,,JPﾓﾙｶﾞﾝ,インド株式-為替ヘッジ無し,株式,em,0.0,0.0,1.0,False,False,False,False,False,none,1.815,201.8,12.0,1,1,1,1,-26.08,-11.01,4.21,7.68,6.63,5.86,-0.73,0.33,0.53,0.43,15.25,14.62,16.08,19.34,True,2026-05-08,active_diversified|em_centric|high_risk|thematic
JP90C000CS49,りそなラップ型ファンド（成長型）,Ｒ２４６（成長型）,りそな,バランス（固定配分・高リスク）-為替ヘッジ無し,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,1.21,1081.74,12.0,3,2,2,1,16.79,31.12,18.7,13.53,10.49,10.12,2.92,1.47,1.05,0.74,9.24,11.94,12.64,14.85,True,2026-05-08,medium_risk
JP90C000G8N0,ﾌｨﾃﾞﾘﾃｨ･米国株式ﾌｧﾝﾄﾞ Cｺｰｽ(分配重視型･為替ﾍｯｼﾞあり),,ﾌｨﾃﾞﾘﾃｨ,米国株式-為替ヘッジ有り,株式,us,0.0,1.0,0.0,False,False,False,False,False,none,1.65,36.0,7.0,3,4,5,,4.14,24.18,19.54,8.9,,11.46,1.57,1.23,0.57,,14.03,15.21,17.1,,True,2026-05-08,high_risk|us_centric
JP90C000LJU0,まるごとひふみ15,,ﾚｵｽ･ｷｬﾋﾟﾀﾙﾜｰｸｽ,バランス（固定配分・低リスク）-為替リスク低減,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,0.66264,40.14,7.0,2,1,1,,0.02,6.83,0.82,-1.21,,-1.2,1.17,0.11,-0.22,,5.22,5.93,5.56,,True,2026-05-08,active_diversified|low_risk|quality
JP90C000N660,ﾊﾞﾛﾝ･ｸﾞﾛｰﾊﾞﾙ･ﾌｭｰﾁｬｰ戦略ﾌｧﾝﾄﾞ(資産成長型),,三井住友DS,先進国・新興国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.9645,40.15,4.0,2,3,,,-19.6,25.64,25.61,,,11.99,1.19,1.07,,,20.34,23.79,,,True,2026-05-08,very_high_risk
JP90C00093U9,みのりの投信,,ﾎﾟｰﾄﾌｫﾘｱ,国内株式,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.925,219.13,12.0,1,1,2,1,24.06,20.36,16.33,11.87,6.95,7.08,2.09,1.58,1.14,0.51,8.77,9.7,10.17,15.24,True,2026-05-08,medium_risk
JP90C0001ZC2,インデックスファンドＴＳＰ,,ｱﾓｰｳﾞｧAM,国内株式,株式,world,0.06,0.62,0.11,True,False,False,False,False,none,0.572,421.48,12.0,1,2,3,2,27.42,41.14,23.75,16.17,13.11,,2.54,1.35,1.01,0.79,13.75,16.65,15.94,17.52,True,2026-05-08,high_risk|passive_index
JP90C0005Z84,SMT 新興国債券インデックス・オープン,,三井住友TAM,新興国債券（広域・新興国通貨建）-為替ヘッジ無し,債券,em,0.0,0.0,1.0,True,False,False,False,False,none,0.66,89.04,12.0,2,3,3,4,9.9,18.81,11.64,8.96,5.93,5.33,2.15,1.25,0.93,0.6,7.9,8.86,9.48,10.45,True,2026-05-08,em_centric|medium_risk|passive_index
JP90C000JBR7,米国IPOﾆｭｰｽﾃｰｼﾞ･ﾌｧﾝﾄﾞ&lt;為替ﾍｯｼﾞなし&gt;(年2回決算型),,三菱UFJｱｾｯﾄ,米国株式-為替ヘッジ無し,株式,us,0.0,1.0,0.0,False,False,False,False,False,none,1.7875,58.01,7.0,2,3,1,,-14.95,29.65,35.1,8.11,,18.82,0.93,1.08,0.39,,33.03,32.54,35.77,,True,2026-05-08,us_centric|very_high_risk
JP90C000GJE4,フューチャー・バイオテック,,三井住友DS,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.97874,429.67,7.0,3,2,2,,10.54,40.84,15.4,13.57,,12.79,2.07,0.92,0.75,,16.99,16.7,19.06,,True,2026-05-08,high_risk|tech_heavy
JP90C000FNM1,ﾆｯｾｲ･ｲﾝﾃﾞｯｸｽﾊﾟｯｹｰｼﾞ(内外･株式/ﾘｰﾄ/債券),ファンドパック７,ﾆｯｾｲ,バランス（固定配分・中リスク）-為替ヘッジ無し,債券,world,0.06,0.62,0.11,False,False,False,False,False,none,0.3564,2.36,7.0,3,2,2,,9.0,17.38,10.05,6.91,,6.07,2.56,1.31,0.88,,6.1,7.26,7.74,,True,2026-05-08,low_risk
JP90C0002A94,ＡＬＡＭＣＯ ＳＲＩ 社会貢献ファンド,あすのはね,朝日ﾗｲﾌ,国内株式,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.958,51.73,12.0,3,2,1,1,44.02,51.04,22.44,12.34,10.03,5.23,2.51,1.3,0.81,0.64,16.76,16.35,15.8,17.18,True,2026-05-08,high_risk
JP90C000JYE7,ＮＺＡＭ・ベータ　ＮＡＳＤＡＱ１００,,農中全共連,米国株式-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.44,47.61,7.0,4,4,4,,18.56,49.53,33.32,23.78,,31.49,2.55,1.51,1.09,,16.06,20.27,21.58,,True,2026-05-08,high_risk
JP90C000R6S0,りそなﾀｰｹﾞｯﾄ･ｲﾔｰ･ﾌｧﾝﾄﾞ2050(運用継続型),,りそな,バランス（固定配分・高リスク）-為替リスク低減,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,0.385,0.1,1.5,2,,,,13.97,26.61,,,,15.16,2.91,,,,8.02,,,,True,2026-05-08,medium_risk
JP90C000E8C5,ＡＩプラスファンド,,AMOne,国内株式,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.012,168.96,7.0,2,2,2,,26.65,36.78,22.73,15.05,,11.19,2.15,1.28,0.92,,14.81,16.84,16.46,,True,2026-05-08,high_risk
JP90C000GRP3,りそな日本中小型株式ファンド,ニホンノミライ,りそな,国内株式（中小型）,株式,japan,1.0,0.0,0.0,False,False,False,False,False,none,1.98,157.59,7.0,2,1,3,,35.73,37.06,12.24,11.06,,10.06,2.01,0.66,0.62,,16.07,20.23,19.98,,True,2026-05-08,high_risk|japan_centric
JP90C0001EM6,ｴﾏｰｼﾞﾝｸﾞ･ｿﾌﾞﾘﾝ･ｵｰﾌﾟﾝ(1年決算型),,三菱UFJｱｾｯﾄ,新興国債券（広域・米ドル建）-為替ヘッジ無し,債券,world,0.06,0.62,0.11,False,False,False,False,False,none,1.6082,206.77,12.0,4,3,3,3,10.41,22.27,14.47,9.19,7.13,6.9,2.21,1.46,0.93,0.71,9.03,9.33,9.78,10.28,True,2026-05-08,medium_risk
JP90C000QBX0,ハリス日本株ファンド（年４回決算型）,,朝日ﾗｲﾌ,国内株式,株式,japan,1.0,0.0,0.0,False,False,False,False,False,none,1.793,71.34,1.5,1,,,,10.7,20.42,,,,14.86,1.48,,,,12.65,,,,True,2026-05-08,japan_centric|medium_risk
JP90C0007DH5,野村インデックスファンド・国内債券,Ｆｕｎｄｓ-ｉ 国内債券,野村,国内債券,債券,japan,1.0,0.0,0.0,True,False,False,False,False,none,0.44,24.41,12.0,1,1,1,1,-9.12,-6.89,-4.66,-3.6,-2.06,-0.41,-2.91,-1.48,-1.25,-0.84,2.66,3.4,3.04,2.53,True,2026-05-08,japan_centric|low_risk|passive_index
JP90C000GKT0,明治安田日本債券オープン（年１回決算型）,しあわせ宣言（年１回決算型）,明治安田ＡＭ,国内債券,債券,japan,1.0,0.0,0.0,False,False,False,False,False,none,0.715,26.33,7.0,3,3,4,,-8.05,-5.91,-3.58,-3.08,,-1.41,-2.63,-1.17,-1.1,,2.55,3.33,2.97,,True,2026-05-08,japan_centric|low_risk
JP90C000JUQ9,楽天・新経連株価指数ファンド,JANEインデックス,楽天,国内株式,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.495,1.43,7.0,1,1,1,,15.06,18.0,12.31,5.45,,10.11,1.35,0.9,0.41,,12.34,13.58,15.33,,True,2026-05-08,high_risk
JP90C000AC80,ｸﾞﾛｰﾊﾞﾙ変動金利債券ﾌｧﾝﾄﾞ 円ﾍｯｼﾞありｺｰｽ,ヘンリー,SOMPO,先進国債券（広域・高格付）-為替ヘッジ有り,債券,world,0.06,0.62,0.11,False,False,False,False,False,none,0.561,15.53,12.0,5,5,5,5,0.86,2.67,2.56,0.75,1.04,0.81,2.22,1.75,0.3,0.36,0.91,1.27,1.97,2.77,True,2026-05-08,low_risk
JP90C000HU40,世界ツーリズム株式ファンド,世界の旅,キャピタルAM,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.936,75.16,7.0,2,2,2,,8.4,29.12,14.84,11.12,,7.02,1.37,0.77,0.56,,19.68,20.43,23.84,,True,2026-05-08,global_diversified|very_high_risk
JP90C0009Y65,ﾀﾞｲﾜJ-REITｵｰﾌﾟﾝ(年1回決算型),,大和,国内REIT,不動産,world,0.06,0.62,0.11,False,False,False,False,False,none,0.737,29.68,12.0,2,1,1,1,-4.97,11.47,4.22,1.71,3.29,5.56,1.17,0.44,0.19,0.26,9.14,9.78,11.21,19.86,True,2026-05-08,medium_risk|tech_heavy
JP90C000G8E9,ﾌｨﾃﾞﾘﾃｨ･米国株式ﾌｧﾝﾄﾞ Aｺｰｽ(資産成長型･為替ﾍｯｼﾞあり),,ﾌｨﾃﾞﾘﾃｨ,米国株式-為替ヘッジ有り,株式,us,0.0,1.0,0.0,False,False,False,False,False,none,1.65,228.1,7.0,3,4,5,,4.02,24.26,19.78,8.97,,11.54,1.57,1.24,0.58,,14.12,15.3,17.19,,True,2026-05-08,high_risk|us_centric
JP90C000S8A3,SMT 米国高配当&amp;自社株買いﾌｧﾝﾄﾞ(年4回決算型),還元祭,三井住友TAM,米国株式-為替ヘッジ無し,株式,us,0.0,1.0,0.0,False,False,False,False,False,none,0.99,4.16,,,,,,31.61,,,,,31.9,,,,,,,,,True,2026-05-08,dividend_focused|medium_risk|us_centric
JP90C0003LW6,ダイワ・チャイナ・ファンド,,大和,中国・香港株式-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.672,40.96,12.0,2,3,1,2,-8.65,23.41,11.08,-2.47,7.19,7.12,1.36,0.54,0.01,0.4,15.93,24.13,24.84,24.63,True,2026-05-08,very_high_risk
JP90C00090W1,ファイン・ブレンド（資産成長型）,,ｱﾓｰｳﾞｧAM,バランス（可変配分）-為替ヘッジ無し,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,1.47175,322.99,12.0,1,2,2,2,7.17,12.02,7.72,5.1,3.61,3.66,1.76,1.11,0.8,0.63,6.22,6.63,6.28,5.74,True,2026-05-08,low_risk
JP90C0005YF9,日興ｸﾞﾛｰﾊﾞﾙREITﾌｧﾝﾄﾞ資産成長型(ﾍｯｼﾞなし),,ｱﾓｰｳﾞｧAM,海外REIT（含む北米）-為替ヘッジ無し,不動産,world,0.06,0.62,0.11,False,False,False,False,False,none,1.65,13.36,12.0,2,2,2,2,26.0,24.85,13.84,9.98,7.07,11.81,2.1,1.02,0.66,0.45,10.57,13.22,16.28,18.93,True,2026-05-08,high_risk|tech_heavy
JP90C00007U9,三井住友・げんきシニアライフ・オープン,,三井住友DS,国内株式,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.65,175.41,12.0,2,1,1,1,18.43,24.64,17.99,8.88,8.46,4.47,1.66,1.28,0.65,0.55,13.47,13.39,14.35,17.42,True,2026-05-08,medium_risk
JP90C0005GH2,三菱UFJ世界国債ｲﾝﾃﾞｯｸｽﾌｧﾝﾄﾞ(年1回決算型),,三菱UFJｱｾｯﾄ,先進国債券（広域・高格付）-為替ヘッジ無し,債券,world,0.06,0.62,0.11,False,False,False,False,False,none,0.66,79.92,12.0,2,2,2,2,5.72,11.31,7.64,5.18,3.82,3.06,1.49,1.01,0.69,0.54,6.92,7.28,7.46,7.35,True,2026-05-08,global_diversified|low_risk
JP90C00020T4,利益還元成長株オープン,Ｊグロース,ｱﾓｰｳﾞｧAM,国内株式,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.902,323.15,12.0,3,3,2,4,30.18,55.62,25.74,16.1,14.88,,2.61,1.28,0.9,0.82,17.37,19.19,18.35,19.01,True,2026-05-08,active_diversified|growth_focused|high_risk
JP90C0008RT8,スイス株式ファンド,,ｶﾚﾗAM,先進国株式（その他単一国）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.6665,10.81,12.0,2,1,3,3,25.59,25.13,12.95,14.03,12.67,13.92,1.76,0.95,0.93,0.77,12.91,13.52,15.17,17.38,True,2026-05-08,high_risk
JP90C00020G1,低位株オープン,,ｱﾓｰｳﾞｧAM,国内株式,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.012,98.34,12.0,3,2,3,3,34.94,41.47,21.46,18.48,13.72,,2.5,1.38,1.25,0.77,14.08,14.7,14.31,19.02,True,2026-05-08,medium_risk
JP90C00057W0,エマージング株式オープン,,三菱UFJｱｾｯﾄ,新興国株式（広域）-為替ヘッジ無し,株式,em,0.0,0.0,1.0,False,False,False,False,False,none,2.057,121.15,12.0,5,5,2,4,49.04,71.07,27.42,13.11,13.54,4.57,3.22,1.46,0.77,0.75,17.01,17.53,17.91,19.56,True,2026-05-08,em_centric|high_risk
JP90C00003J1,３資産バランスオープンアルファ,トリプルインカムアルファ,三井住友TAM,バランス（固定配分・中リスク）-為替ヘッジ無し,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,1.32,14.58,12.0,4,3,2,2,21.46,26.75,13.51,8.12,7.28,5.15,2.98,1.34,0.81,0.68,7.87,9.6,9.99,11.24,True,2026-05-08,broad_market|medium_risk
JP90C0001UP5,損保ジャパン・グリーン・オープン,ぶなの森,SOMPO,国内株式,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.65,575.74,12.0,3,2,2,2,46.21,45.75,22.16,16.44,12.76,5.38,2.64,1.38,1.09,0.75,14.45,15.2,14.87,17.98,True,2026-05-08,medium_risk
JP90C000AXD0,日興ＵＳグローイング・ベンチャーファンド,,ｱﾓｰｳﾞｧAM,米国株式-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.892,67.45,12.0,4,3,1,3,25.01,48.91,27.79,13.5,15.4,13.28,1.97,1.2,0.63,0.69,21.08,22.28,24.71,25.46,True,2026-05-08,very_high_risk
JP90C000D1S7,グローバル新世代関連株式ファンド,,AMOne,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.925,84.84,12.0,2,2,1,2,0.19,28.35,18.83,8.8,14.99,14.56,1.71,1.07,0.52,0.78,14.88,17.29,19.71,20.42,True,2026-05-08,global_diversified|high_risk
JP90C000HJT0,日系外債オープン（為替ヘッジなし）,,SBI岡三,先進国債券（広域・高格付）-為替ヘッジ無し,債券,world,0.06,0.62,0.11,False,False,False,False,False,none,0.693,1.38,7.0,4,3,4,,4.05,13.1,8.79,8.09,,6.9,1.63,1.03,0.97,,7.36,8.19,8.23,,True,2026-05-08,medium_risk
JP90C000RV05,Smart-i 米国株式配当貴族ｲﾝﾃﾞｯｸｽ,,りそな,米国株式-為替ヘッジ無し,株式,us,0.0,1.0,0.0,False,False,False,False,False,none,0.308,0.34,,,,,,20.39,,,,,22.04,,,,,,,,,True,2026-05-08,dividend_focused|medium_risk|us_centric
JP90C000CLM2,ｸﾞﾛｰﾊﾞﾙ･ｾｷｭﾘﾃｨ株式ﾌｧﾝﾄﾞ(年1回決算型),,AMOne,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.892,19.16,12.0,1,1,1,2,-12.92,7.89,14.62,11.79,14.81,12.93,0.57,0.9,0.68,0.79,13.97,16.33,18.78,20.03,True,2026-05-08,high_risk
JP90C000LQN0,円建グローバル公社債ファンド,円咲,りそな,国内債券,債券,world,0.06,0.62,0.11,False,False,False,False,False,none,0.77,16.74,7.0,4,5,5,,-3.76,-1.98,-0.23,-0.57,,-0.57,-1.85,-0.32,-0.5,,1.41,1.68,1.48,,True,2026-05-08,global_diversified|low_risk
JP90C0009103,オランダ株式ファンド,,ｶﾚﾗAM,先進国株式（その他単一国）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.6665,20.36,12.0,4,3,2,5,11.22,36.33,16.71,12.43,14.95,13.04,2.02,0.94,0.68,0.73,15.69,17.88,19.8,22.41,True,2026-05-08,high_risk
JP90C000KQ33,ﾌｨﾃﾞﾘﾃｨ･ﾀｰｹﾞｯﾄ･ﾃﾞｰﾄ･ﾌｧﾝﾄﾞ(ﾍﾞｰｼｯｸ)2045,将来設計（ベーシック）,ﾌｨﾃﾞﾘﾃｨ,バランス（固定配分・高リスク）-為替リスク低減,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,0.38,5.05,7.0,2,3,2,,12.79,26.66,17.68,12.44,,14.55,2.98,1.61,1.03,,7.84,10.29,11.91,,True,2026-05-08,medium_risk
JP90C00052K6,Ｊリートアクティブファンド（１年決算型）,,三井住友TAM,国内REIT,不動産,world,0.06,0.62,0.11,False,False,False,False,False,none,0.77,59.84,12.0,2,3,3,4,-5.04,11.3,4.89,2.45,4.11,4.33,1.15,0.51,0.26,0.3,9.17,9.63,11.11,19.16,True,2026-05-08,active_diversified|medium_risk
JP90C000SB65,コモンズ・グローバル30ファンド,,ｺﾓﾝｽﾞ,先進国・新興国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.7281,8.01,,,,,,,,,,,,,,,,,,,,True,2026-05-08,active_diversified|global_diversified|medium_risk|quality
JP90C00099U6,ＪＰＭジャパンマイスター,,JPﾓﾙｶﾞﾝ,国内株式,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.815,362.35,12.0,1,1,2,3,26.24,38.09,22.55,14.65,13.9,12.15,2.24,1.23,0.87,0.8,14.66,17.65,17.35,18.39,True,2026-05-08,high_risk
JP90C000EWY0,UBSｵｰｽﾄﾗﾘｱ債券ｵｰﾌﾟﾝ(年1回決算型),,ＵＢＳ,オセアニア債券-為替ヘッジ無し,債券,world,0.06,0.62,0.11,False,False,False,False,False,none,1.1,20.61,7.0,1,1,1,,18.02,18.46,7.88,4.4,,3.89,1.88,0.8,0.44,,8.89,9.75,10.6,,True,2026-05-08,medium_risk
JP90C000MBT7,お金のﾃﾞｻﾞｲﾝ･ｸﾞﾛｰﾊﾞﾙ･ｿｰｼｬﾙ･ﾃﾞﾍﾞﾛｯﾌﾟﾒﾝﾄ･ﾌｧﾝﾄﾞ,地球貢献,お金のﾃﾞｻﾞｲﾝ,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.1,60.64,4.0,3,1,,,21.95,38.59,14.81,,,9.3,3.02,1.05,,,10.82,13.82,,,True,2026-05-08,medium_risk
JP90C0009K46,ﾋﾟｸﾃ資源国ｿﾌﾞﾘﾝ･ﾌｧﾝﾄﾞ(1年決算型),,ﾋﾟｸﾃ,先進国・新興国債券（広域）-為替ヘッジ無し,債券,world,0.06,0.62,0.11,False,False,False,False,False,none,1.755,1.95,12.0,3,2,3,3,9.76,20.48,8.7,7.44,5.06,3.2,2.22,0.98,0.8,0.55,8.28,8.53,9.34,9.71,True,2026-05-08,medium_risk
JP90C000CRB2,未来変革日本株ファンド,挑戦者たち,AMOne,国内株式,株式,japan,1.0,0.0,0.0,False,False,False,False,False,none,1.584,102.88,12.0,1,1,1,1,-6.03,7.93,6.42,-0.61,6.49,6.32,0.51,0.41,0.06,0.41,16.1,18.76,19.23,19.78,True,2026-05-08,high_risk|japan_centric
JP90C000Q4Z1,スタイル9（8資産分散・積極型）,,大和,バランス（可変配分）-為替ヘッジ無し,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,0.825,5.08,1.5,3,,,,19.43,34.34,,,,20.72,3.13,,,,9.39,,,,True,2026-05-08,broad_market|medium_risk
JP90C0009GX1,ｱｼﾞｱREIT･ﾘｻｰﾁ･ｵｰﾌﾟﾝ(年2回決算型),,三井住友TAM,海外REIT（除く北米）-為替ヘッジ無し,不動産,world,0.06,0.62,0.11,False,False,False,False,False,none,1.628,4.28,12.0,4,2,2,5,0.67,19.89,4.87,5.8,8.89,8.39,1.56,0.37,0.42,0.61,11.71,14.98,15.96,16.1,True,2026-05-08,high_risk|tech_heavy
JP90C0006FT7,財産3分法ﾌｧﾝﾄﾞ(不動産･債券･株式)資産成長型,財産３分法ファンド,ｱﾓｰｳﾞｧAM,バランス（固定配分・中リスク）-為替リスク低減,債券,world,0.06,0.62,0.11,False,False,False,False,False,none,1.045,175.71,12.0,3,2,2,2,7.67,22.62,11.85,6.44,6.62,6.62,2.52,1.27,0.7,0.63,7.99,8.92,9.29,11.1,True,2026-05-08,medium_risk
JP90C000FAM8,世界ｅコマース関連株式オープン,みらい生活,AMOne,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.76,440.53,7.0,1,1,1,,-10.59,6.51,14.18,4.22,,11.44,0.44,0.81,0.3,,15.73,18.0,20.16,,True,2026-05-08,global_diversified|high_risk
JP90C000PJF2,世界バイオ医薬株式ファンド,世界の薬,キャピタルAM,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.925,5.75,1.5,3,,,,17.81,50.61,,,,15.45,2.18,,,,19.41,,,,True,2026-05-08,global_diversified|medium_risk
